,Player Name,Players ID,Years Active,Position Played
58,Dan Agyei,5c374509,2014-2020,FW
59,Montel Agyemang,11f68bb8,2014-2016,MF
60,Arash Ahmadi,6b229389,2018-2019,DF
61,Jack Aidan Clarke,a3934ede,2017-2020,MF
62,Will Aimson,4f71beda,2013-2020,DF
63,Jordan Aina,57731a14,2018-2020,DF
64,Simon Ainge,0fc0fbab,2006-2020,DF
65,Callum Ainley,836e8740,2015-2020,MF
66,Jack Ainsley,7f4a3f3a,2009-2013,DF
67,"Gareth Ainsworth 1998-2017 · MF · Queens Park Rangers, Wycombe Wanderers, Wimbledon, Cardiff City, Preston North End",8ddfb8b9,1998-2017,MF
68,Lionel Ainsworth,2f9d0135,2006-2019,MF
69,Korede Aiyegbusi,f24bb682,2010-2016,MF
70,Daniel Ajakaiye,d99cc48a,2016-2017,MF
71,Toby Ajala,6186eead,2011-2017,MF
72,David Ajiboye,5b1e9f24,2017-2020,MF
73,Nicky Ajose,9ba0ea6e,2010-2020,FW
74,Ibrahim Akanbi,53d9401d,2019-2020,FW
75,Daniel Akindayini,a42899df,2015-2016,FW
76,John Akinde,93a09a47,2007-2020,FW
77,Sam Akinde,b9f435bf,2013-2017,FW
78,Adebayo Akinfenwa,dcb17ca5,2003-2020,FW
79,Olatunji Akinola,f148e802,2017-2020,DF
80,Simeon Akinola,e48edc45,2014-2020,FW
81,Lucas Akins,a8e93bd1,2006-2020,MF
82,James Akintunde,2e13c8c4,2014-2020,FW
83,Dipo Akinyemi,9a7614d9,2014-2017,FW
84,Udoyen Akpan,f076c91f,2016-2017,FW
85,Chuba Akpom,e2b384d2,2013-2020,FW
86,Steve Akrigg,29a137c5,2014-2015,DF
87,Alex Akrofi,3d32d4bf,2015-2016,FW
88,Jesse Akubuine,93eaa9af,2017-2018,MF
89,Aaron Akyeampong-Ekumah,ab957c4f,2017-2019,DF
90,James Alabi,1c7b983d,2012-2020,FW
91,Charlie Albinson,298ea5cc,2017-2019,GK
92,Marc Albrighton,b827d5b3,2009-2020,FW
93,Shannon Albuery,52a3113d,2018-2019,FW
94,Craig Alcock,86f6cfd2,2006-2020,DF
95,Sam Alderson,3be3256d,2016-2017,MF
96,Kelly Aldridge,54137442,2017-2018,FW
97,Ryan Alebiousu,ce048fb8,2019-2020,FW
98,Ajibola Alese,182a8b9d,2017-2020,DF
99,Lewis Alessandra,c9b22fff,2007-2020,FW
100,Kyle Alex John,c9093a1a,2018-2020,MF
101,Cheye Alexander,9f0cfe44,2014-2020,DF
102,George Alexander,8c6bc7a2,2018-2019,FW
103,Matthew Alexander,246cd0f4,2019-2020,GK
104,Megan Alexander,236bda8b,2017-2019,DF
105,Trent Alexander-Arnold,cd1acf9d,2016-2020,DF
106,AlexGorst,8ae572cf,2019-2020,GK
107,Hasney Aljofree,8250d3dc,2000-2010,DF
108,Chris Allan,bd929bce,2016-2018,MF
109,Thomas Allan,e95726c1,2017-2020,MF
110,Tom Allan,3cc20c9f,2012-2017,DF
111,Tarryn Allarakhia,81db2ca6,2018-2020,MF
112,Reise Allassani,5913dbc1,2015-2019,FW
113,"Bradley Allen 1992-2003 · FW · Queens Park Rangers, Grimsby Town, Peterborough United, Bristol Rovers",49a6d30d,1992-2003,FW
114,Chris Allen 1996-1997 · MF · Nottingham Forest,88a68b02,1996-1997,MF
115,Clive Allen 1993-1994 · FW · West Ham United,aff588b9,1993-1994,FW
116,Damien Allen,ac2a13f2,2004-2008,MF
117,Ellis Allen,a90d553b,2019-2020,GK
118,Flo Allen,05fae887,2017-2020,DF
119,Iffy Allen,e27443d5,2012-2020,FW
120,Jamie Allen,2c183a79,2013-2020,MF
121,Luke Allen,f6f704e8,2014-2019,MF
122,Martin Allen 1993-1996 · MF · West Ham United,5cff621e,1993-1996,MF
123,Mitchell Allen,33838c50,2017-2018,GK
124,"Paul Allen 1992-1995 · MF · Southampton, Tottenham Hotspur",9ec6f902,1992-1995,MF
125,Remi Allen,29bbd006,2017-2020,MF
126,Richie Allen,936739e4,2014-2016,FW
127,River Allen,99cb9ce6,2014-2018,MF
128,Rory Allen 1996-1999 · FW · Tottenham Hotspur,a6e9d64f,1996-1999,FW
129,Taylor Allen,e9c56e6e,2018-2020,FW
130,Dele Alli,cea4ee8f,2012-2020,MF
131,Lloyd Allinson,ab852c99,2014-2017,GK
132,Joe Allon 1992-1993 · FW · Chelsea,54228a48,1992-1993,FW
133,Ryan Allsop,af615123,2012-2020,GK
134,Louis Almond,db14c0bc,2009-2020,FW
135,Ben Alnwick,55b11e73,2004-2020,GK
136,Jak Alnwick,b0835fc0,2011-2020,GK
137,Eniola Aluko,d13cfb64,2007-2020,FW
138,Xavier Amaechi,1b95524b,2017-2020,MF
139,Justin Amaluzor,1abbfd8c,2015-2017,FW
140,Justin Amaluzor,b3f78f19,2015-2020,FW
141,Kevin Amankwaah,374416f1,2002-2018,DF
142,Yeboah Amankwah,09afe920,2018-2020,DF
143,Levi Amantchi,71629af8,2018-2019,FW
144,Darren Ambrose,6e5117de,2002-2016,FW
145,Franck Amekortu,9424ab69,2019-2020,MF
146,Sammy Ameobi,acd61628,2010-2020,FW
147,Tomi Ameobi,b628ef38,2007-2018,FW
148,Josh Amis,b23624fc,2015-2017,FW
149,David Amoo,3c1c24d0,2010-2020,MF
150,Ben Amos,f6799cd2,2009-2020,GK
151,Luke Amos,77128f7e,2016-2020,MF
152,Curtis Anderson,207f1684,2017-2019,GK
153,Harry Anderson,c6f940ed,2014-2020,MF
154,Jermaine Anderson,97d9a4df,2012-2020,MF
155,Joe Anderson,2d56c75b,2008-2018,DF
156,Joseph Anderson,19a890ba,2019-2020,MF
157,Kaiman Anderson,c22545af,2016-2017,FW
158,Keshi Anderson,864a3eba,2015-2020,FW
159,Luke Anderson,bec15b0b,2016-2017,GK
160,Mark Anderson,cb93b35c,2012-2017,MF
161,Myles Anderson,47bd43ae,2010-2020,MF
162,Paul Anderson,b3ab8f5c,2007-2020,MF
163,Tom Anderson,76e8c264,2012-2020,DF
164,Tom Anderson,d5aa80db,2017-2018,MF
165,Viv Anderson 1992-1993 · DF · Sheffield Wednesday,6484efd1,1992-1993,DF
166,"Darren Anderton 1992-2009 · MF · Tottenham Hotspur, Bournemouth, Wolverhampton Wanderers, Birmingham City, England",09cebe50,1992-2009,MF
167,Nick Anderton,cb03c4d4,2014-2020,DF
168,Calvin Andrew,4b2711f5,2004-2020,FW
169,Charlie Andrew,5f72f122,2017-2020,GK
170,Danny Andrew,90b57521,2009-2020,DF
171,Ian Andrews 1993-1994 · GK · Southampton,3da06029,1993-1994,GK
172,Jake Andrews,98af6a1c,2017-2020,MF
173,Marley Andrews,d49b666b,2017-2018,DF
174,Chuks Aneke,c3afe72e,2011-2020,MF
175,Lee Angol,139aeffa,2012-2020,FW
176,Dior Angus,727e7bf1,2013-2020,FW
177,Faustino Anjorin,b105919e,2018-2020,MF
178,Jamie Annerson,6882dcc1,2008-2011,GK
179,Zak Ansah,05ed672a,2014-2017,FW
180,Adam Anson,2126e09b,2015-2019,DF
181,Jouse Antonio,459f9f3a,2014-2015,DF
182,Michail Antonio,ac05f970,2008-2020,FW
183,Jayden Antwi,813df43e,2016-2017,MF
184,Joe Anyon,1794a512,2006-2020,GK
185,Declan Appau,cd31f99f,2017-2018,MF
186,Arvin Appiah,eafa6953,2018-2020,FW
187,Keenan Appiah-Forson,270c700c,2018-2020,MF
188,Richard Appleby,353b4d3b,2002-2005,MF
189,Will Appleyard,32e42e5c,2018-2020,GK
190,Hakeem Araba,2701505e,2014-2018,FW
191,Devonte Aransibia,19363237,2017-2019,MF
192,Cameron Archer,05e8ca6d,2018-2020,FW
193,Jordan Archer,44040414,2017-2020,FW
194,Troy Archibald-Henville,2ac660f1,2008-2018,DF
195,"Neal Ardley 1992-2008 · MF · Wimbledon, Watford, Cardiff City, Millwall",124a61d8,1992-2008,MF
196,Andreas Arestidou,fc8240f7,2009-2016,GK
197,Dempsey Arlott-John,81f5774b,2019-2020,MF
198,James Armson,5e93bad7,2016-2017,MF
199,Adam Armstrong,68c720b5,2013-2020,MF
200,Chris Armstrong,0eb69685,2002-2011,MF
201,Graeme Armstrong,c4e16820,2016-2017,FW
202,Ian Armstrong,747794ae,2002-2005,MF
203,Luke Armstrong,d6556450,2017-2020,FW
204,Rhys Armstrong,175465ae,2019-2020,FW
205,Ross Armstrong,0fdc929b,2016-2017,MF
206,Neil Arndale,32add1a4,2002-2004,DF
207,Devon Arnold,5a5fa7f5,2018-2020,FW
208,Nathan Arnold,4966b48d,2005-2018,MF
209,Nick Arnold,bf6a1d15,2013-2019,DF
210,Steve Arnold,8c0d375b,2008-2020,GK
211,Chris Arthur,0ca137fd,2008-2018,MF
212,Festus Arthur,8200275b,2019-2020,DF
213,Stephen Arthurworrey,64c9d2f6,2013-2016,DF
214,Frankie Artus,65b953de,2007-2014,MF
215,Ed Asafu-Adjaye,0f7e82f9,2007-2015,DF
216,Akwasi Asante,d19fc4bd,2011-2018,FW
217,Anita Asante,3f052127,2007-2020,MF
218,Zico Asare,042e5c2f,2018-2020,MF
219,Bradley Ash,c5b52352,2014-2019,MF
220,Ian Ashbee,223c0803,2002-2012,MF
221,Josh Ashby,be2e19ca,2014-2020,MF
222,Luca Ashby-Hammond,f836a177,2017-2020,GK
223,Taye Ashby-Hammond,d42adb69,2017-2020,GK
224,Lee Ashcroft,e9c81190,2002-2003,MF
225,Jamie Ashdown,0f056348,2002-2015,GK
226,Ossama Ashley,6da942ce,2018-2019,MF
227,Bernard Ashley-Seal,4f187520,2017-2020,FW
228,James Ashmore,d536bba7,2007-2010,MF
229,Nathan Ashmore,fa1bb34f,2014-2020,GK
230,Dean Ashton,093e333b,2001-2009,FW
231,Jon Ashton,149041a4,2002-2017,DF
232,Nathan Ashton,1f8b4870,2007-2010,MF
233,Neil Ashton,602ab267,2003-2017,DF
234,Luke Ashworth,61e1c57e,2008-2016,DF
235,Jake Askew,dc6c7ec9,2018-2020,GK
236,Josh Askew,5c7ecf1c,2018-2019,DF
237,Lee Askham,2e95449c,2008-2009,MF
238,Ben Askins,6b69fa87,2014-2015,MF
239,Stanley Asomugha,4b10fe63,2018-2020,MF
240,Dylan Asonganyi,3cbe49dc,2018-2020,FW
241,Christian Assombalonga,75424993,2016-2017,FW
242,Ryan Astles,03ea6936,2015-2019,MF
243,Daniel Atherton,04f88a31,2017-2020,GK
244,"Peter Atherton 1992-2008 · MF-DF · Sheffield Wednesday, Bradford City, Coventry City",1bcd6fc7,1992-2008,DF
245,Ross Atkins,a88fb3b0,2009-2014,GK
246,Chris Atkinson,d0ce3b79,2010-2016,MF
247,Dalian Atkinson 1992-1995 · FW · Aston Villa,40094615,1992-1995,FW
248,Daniel Atkinson,dfcbe1a9,2016-2017,GK
249,David Atkinson,e38940ce,2014-2017,DF
250,James Atkinson,b1b2c588,2013-2017,GK
251,Rob Atkinson,b2ac6d2d,2003-2018,DF
252,Robert Atkinson,181df6a4,2017-2020,DF
253,Wes Atkinson,47e27690,2014-2018,DF
254,Will Atkinson,a16b77f1,2007-2020,MF
255,Joshua Austerfield,01f86799,2019-2020,MF
256,Brandon Austin,5e253986,2016-2020,GK
257,Charlie Austin,8d228291,2009-2020,FW
258,Neil Austin,20e33296,2002-2018,DF
259,Ryan Austin,9a686619,2006-2016,DF
260,Sam Austin,cc8b833a,2014-2018,FW
261,Will Avon,92327270,2018-2019,DF
262,Nick Awford,36c553f5,2012-2015,MF
263,Rosella Ayane,41548209,2017-2020,MF
264,Freda Ayisi,bd99ff70,2017-2018,FW
265,Luke Ayling,420d7c7d,2009-2020,MF
266,Jonah Ayunga,2fb31f60,2018-2019,FW
267,Waqas Azam,34ecfd8d,2017-2018,DF
268,Finn Azaz,b6f54c31,2017-2020,MF
269,Aymen Azaze,54a9dd59,2018-2020,MF
270,Ade Azeez,c7b4fa70,2012-2020,FW
271,Femi Azeez,2d590087,2019-2020,MF
272,Miguel Azeez,660e71be,2019-2020,MF
273,Yannich Aziakonou,9b714757,2017-2018,DF
274,Rinsola Babajide,ca9f6f0a,2017-2020,FW
275,Morgan Bacon,b6ee65b1,2015-2018,GK
276,Sophie Baggaley,410be8c7,2017-2020,GK
277,Shabazz Baidoo,f2d97712,2005-2009,FW
278,Paige Bailey Gayle,ed407647,2018-2019,FW
279,Alex Bailey,01e3acf5,2004-2008,DF
280,Charlie Bailey,147b55a9,2015-2016,MF
281,Fabian Bailey,45bd59bd,2016-2017,DF
282,Jade Bailey,3829d6df,2016-2020,MF
283,James Bailey,c16d7863,2007-2019,DF
284,Nicky Bailey,9f2550f3,2005-2019,MF
285,Odin Bailey,549ecd3e,2017-2020,MF
286,Owen Bailey,dee69b15,2017-2020,DF
287,Sam Bailey,13e323d1,2019-2020,DF
288,Darnelle Bailey-King,c0f2fd07,2015-2017,FW
289,Khaellem Bailey-Nicholls,c9802a03,2016-2017,FW
290,James Baillie,cef12475,2014-2017,DF
291,Jack Bainbridge,40c6f92e,2016-2020,DF
292,Leighton Baines,b18095b6,2002-2020,DF
293,Lewis Baines,b06224eb,2018-2020,DF
294,Ibrahim Bakare,01033876,2019-2020,DF
295,Michael Bakare,c87cfb5e,2011-2017,MF
296,Carl Baker,9ab0af00,2006-2018,MF
297,Lewis Baker,1b278bf5,2014-2020,MF
298,Nathan Baker,b18af9e3,2009-2020,DF
299,Phillip Baker,e3e6fd81,2002-2003,DF
300,Richie Baker,3a998878,2006-2016,MF
301,Courtney Baker-Richardson,3e2edcd1,2013-2020,FW
302,Tyreeq Bakinson,f918369c,2015-2020,MF
303,Conrad Balatoni,58048111,2010-2018,DF
304,Ellery Balcombe,e827567f,2016-2019,GK
305,Alberto Balde Almanzar,55174a75,2018-2020,FW
306,George Baldock,394854c4,2009-2020,DF
307,Sam Baldock,9d597f08,2006-2020,MF
308,Aiden Baldwin,8637abd1,2015-2020,DF
309,Jack Baldwin,8ae7c4f9,2011-2020,DF
310,James Baldwin,d3f88e06,dwin 2014,DF
311,Pat Baldwin,09823596,2002-2015,DF
312,Adam Bale,e8a4fedd,2017-2020,MF
313,Callum Ball,8ecb0ec5,2009-2015,FW
314,David Ball,c538e9e7,2010-2020,MF
315,Dominic Ball,79d61875,2014-2020,MF
316,Jimmy Ball,ba63ed1e,2015-2020,MF
317,"Michael Ball 1996-2009 · DF · Everton, Rangers, Manchester City, PSV Eindhoven",cde17c0f,1996-2009,DF
318,Folarin Balogun,31822f8c,2017-2020,FW
319,Jamal Balogun,57e3d0f1,2017-2020,DF
320,Patrick Bamford,93feac6e,2011-2020,FW
321,Debbie Bampton 1995 · MF · England,64bcc843,pton 1995,MF
322,Jacob Bancroft,dc2ab35a,2018-2020,MF
323,David Banjo,fc0d8fde,2018-2019,DF
324,Lewis Banks,2a8cea78,2017-2018,DF
325,Ollie Banks,d4ec6c9a,2010-2020,MF
326,Steve Banks,5c0d1c6d,2014-2015,GK
327,Charlie Bannister,a17fbbae,2017-2018,GK
328,Gary Bannister 1992-1993 · FW · Nottingham Forest,5940c7e2,1992-1993,FW
329,Stephanie Bannon,913b6277,nnon 2017,DF
330,Amrit Bansal-McNulty,468482fd,2018-2020,MF
331,Sam Bantick,46e8bca2,2017-2018,FW
332,Jason Banton,fa6ba5e8,2011-2018,MF
333,Zane Banton,f64a724e,2013-2017,FW
334,Charles Banya,dd4ae02c,2013-2015,MF
335,Will Bapaga,2dfb3ec3,2019-2020,MF
336,Alex Baptiste,7b72f0b6,2002-2020,DF
337,Jamal Baptiste,41d3704d,2019-2020,DF
338,Jonathan Barber,f6dfdde7,2014-2015,GK
339,Andy Barcham,75d942ab,2007-2019,MF
340,Ben Barclay,17dff2e1,2017-2020,DF
341,Jonathan Barden,22d56182,2017-2020,MF
342,David Bardsley 1992-1996 · DF · Queens Park Rangers,e2cfaafb,1992-1996,DF
343,Karen Bardsley,7c903a2d,2011-2019,GK
344,Jack Barham,eacfb653,2018-2020,FW
345,Brandon Barker,3098c0df,2015-2020,MF
346,Charley Barker,dd5e2d46,2016-2019,MF
347,Chris Barker,c67c2a68,2001-2016,DF
348,George Barker,2972401e,2012-2015,FW
349,Katie Barker,04228be7,2017-2018,MF
350,Keith Barker,03e15b93,2006-2008,FW
351,Kyle Barker,209b8ee5,2019-2020,MF
352,Shaun Barker,60fe6e17,2002-2018,DF
353,Simon Barker 1992-1996 · MF · Queens Park Rangers,e76255e1,1992-1996,MF
354,Dylan Barkers,90817d76,2018-2019,DF
355,Tom Barkhuizen,9cf7496b,2011-2020,MF
356,Ross Barkley,3a24769f,2011-2020,MF
357,Ellis Barkworth,e3f7f286,2017-2018,MF
358,Aidan Barlow,d67c87a4,2016-2020,MF
359,Jack Barmby,1652adcc,2013-2019,MF
360,"Nick Barmby 1992-2012 · MF-FW · Hull City, Everton, Tottenham Hotspur, Liverpool, Middlesbrough, Leeds United, Nottingham Forest",4af0a400,1992-2012,FW
361,Lee Barnard,fceb93cc,2002-2018,FW
362,Aaron Barnes,7a16d51d,2016-2019,DF
363,Bradley Barnes,03a74605,2015-2016,MF
364,Brandon Barnes,616ca3ec,2018-2019,FW
365,David Barnes 1992-1994 · DF · Sheffield United,7d42b1d6,1992-1994,DF
366,Dillon Barnes,76eb782e,2015-2020,GK
367,Harvey Barnes,3ea50f67,2016-2020,MF
368,"John Barnes 1992-1999 · MF-DF-FW · Liverpool, Newcastle United, Charlton Athletic, England",e654196b,1992-1999,FW
369,Joshua Barnes,d6293ff8,2016-2020,GK
370,Marcus Barnes,fc4d1618,2016-2020,FW
371,Michael Barnes,c3843595,2007-2015,MF
372,Ollie Barnes,c26ae9d3,2014-2015,DF
373,Phil Barnes,2997e705,2002-2013,GK
374,Samuel Barnes,2d3cdd17,2017-2020,DF
375,Matthew Barnes-Homer,86e174e7,2004-2018,FW
376,Charlie Barnett,9eb6ca3e,2008-2015,MF
377,Leon Barnett,76854cdf,2005-2019,DF
378,Moses Barnett,18533287,2009-2010,DF
379,Ryan Barnett,dfe6cd27,2016-2020,MF
380,Tyrone Barnett,ba241676,2010-2020,FW
381,Jazzi Barnum-Bobb,89903d20,2014-2020,DF
382,Shomari Barnwell,02a3b692,2016-2017,FW
383,Lachlan Barr,3e0f0da3,2017-2018,DF
384,Sam Barratt,8506c40f,2015-2020,FW
385,Adam Barrett,2093e386,2002-2017,DF
386,"Earl Barrett 1992-1999 · DF · Everton, Aston Villa, Sheffield Wednesday",225696d1,1992-1999,DF
387,Jack Barrett,6217792f,2019-2020,GK
388,Jake Barrett,504bb013,2017-2018,DF
389,Mason Barrett,539455f1,2018-2020,DF
390,Paul Barrett,f286fe22,2002-2009,MF
391,James Barrigan,aaf02731,2016-2018,FW
392,Ross Barrows,e5f14458,2016-2018,DF
393,Anthony Barry,9cb80f8f,2005-2017,MF
394,Bradley Barry,e1a0d29c,2015-2020,MF
395,"Gareth Barry 1998-2020 · MF · Aston Villa, West Bromwich Albion, Everton, Manchester City, England",7dbbe367,1998-2020,MF
396,Louie Barry,bd885979,2018-2019,FW
397,"Chris Bart-Williams 1992-2004 · MF-DF · Sheffield Wednesday, Nottingham Forest, Charlton Athletic, Ipswich Town",250d1973,1992-2004,DF
398,Jack Barthram,31699716,2013-2019,DF
399,Adam Bartlett,673406a9,2008-2019,GK
400,Tyrique Bartlett,4137389b,2017-2019,FW
401,Kyle Bartley,18e96f64,2009-2020,DF
402,Marvin Bartley,be726139,2007-2020,MF
403,Joey Barton,93bfa675,2002-2017,MF
404,Kirsty Barton,7c6d13ea,2018-2020,DF
405,"Warren Barton 1992-2004 · DF · Newcastle United, Wimbledon, Derby County, Queens Park Rangers",7e732709,1992-2004,DF
406,Molly Bartrip,a6f1d507,2017-2020,DF
407,Aaron Basford,f5dd8915,2018-2019,FW
408,Chris Basham,1aa84968,2006-2020,MF
409,Alex Bass,3278d395,2014-2020,GK
410,Laura Bassett,f8427cb9,2011-2015,MF
411,Richard Batchelor,c20dfec6,2015-2016,MF
412,Lewis Bate,cd4256d3,2019-2020,MF
413,Joseph Bateman,77893c61,2016-2020,DF
414,Alfie Bates,03d7cf5d,2018-2020,MF
415,Guy Bates,0356ae58,2005-2006,FW
416,Matthew Bates,dd7a0bfe,2004-2017,DF
417,Curtis Bateson,99b39789,2014-2019,FW
418,Damian Batt,3448a1a5,2005-2015,DF
419,Shaun Batt,74c0ce72,2006-2018,FW
420,Ollie Battersby,b7546e22,2018-2020,GK
421,Danny Batth,f1d0fa63,2009-2020,DF
422,Daniel Batty,96c92a74,2016-2020,MF
423,"David Batty 1992-2004 · MF · Leeds United, Newcastle United, Blackburn Rovers, England",21b2e37b,1992-2004,MF
424,Callum Baughan,26259e05,2018-2020,MF
425,Bradley Bauress,76989bf9,2017-2019,MF
426,Bobson Bawling,58cbc1bc,2014-2019,MF
427,James Baxendale,5db90096,2011-2017,MF
428,Craig Baxter,d590977e,2014-2015,DF
429,Jake Baxter,f82b64ca,2018-2020,FW
430,Jose Baxter,185990eb,2008-2020,MF
431,Matt Baxter,26ee25c9,2015-2016,MF
432,Nathan Baxter,5cfbc814,2016-2020,GK
433,Tom Bayliss,527f75c6,2017-2020,MF
434,Wes Baynes,45a59111,2007-2015,MF
435,Nia Bayunu,5be4a406,2015-2016,DF
436,Darren Bazeley,3f3fec35,2002-2007,DF
437,Isaiah Bazeley,1061e0f3,2017-2020,DF
438,Tom Beadling,a5fe79d3,2014-2020,MF
439,"Peter Beagrie 1992-2007 · FW · Scunthorpe United, Everton, Bradford City, Manchester City, Grimsby Town",edcefdc4,1992-2007,FW
440,Lewis Beale,1d0a2856,2019-2020,DF
441,Taylor-Jayne Beales,aa4f095b,2017-2018,DF
442,Kenny Beaney,ac51b972,2019-2020,MF
443,Chris Beardsley,7aa4c2c8,2002-2020,FW
444,"Peter Beardsley 1992-1998 · FW-MF · Newcastle United, Everton, Bolton Wanderers, England",4d9a93aa,1992-1998,MF
445,Jack Bearne,3735641b,2018-2020,MF
446,Tom Bearwish,5b22182c,2016-2020,FW
447,"Dave Beasant 1992-2003 · GK · Southampton, Portsmouth, Nottingham Forest, Chelsea, Brighton & Hove Albion",2e448746,1992-2003,GK
448,Dave Beasant,6dd58abc,2014-2015,GK
449,Nick Beasant,2ddf4796,2015-2016,DF
450,Sam Beasant,23f1af23,2012-2018,GK
451,Harry Beasley,eb6aa30a,2017-2019,GK
452,"James Beattie 1998-2013 · FW · Southampton, Sheffield United, Everton, Stoke City, Accrington Stanley, Rangers, Blackpool",7c881089,1998-2013,FW
453,Marcus Beauchamp,a151c7a4,2016-2017,GK
454,Harry Beautyman,b6623a0a,2013-2020,MF
455,Stuart Beavon,540bcb3b,2006-2019,FW
456,Darren Beckford 1992-1994 · FW · Oldham Athletic,7fc3f860,1992-1994,FW
457,"David Beckham 1994-2013 · MF · Manchester United, Real Madrid, LA Galaxy, England, Milan, Paris Saint-Germain",53539318,1994-2013,MF
458,Dean Beckwith,074ef683,2006-2019,DF
459,Jacob Bedeau,a689a7df,2016-2020,DF
460,Joe Bedford,6b2d2adc,2018-2020,MF
461,Leigh Bedwell,d34708a6,2012-2016,GK
462,Lexus Beeden,67b2f625,2019-2020,DF
463,Shaun Beeley,4dba97de,2010-2017,DF
464,Jordan Beeney,aba3580c,2016-2017,GK
465,Mitchell Beeney,dc630911,2014-2020,GK
466,Tom Beere,bac33d53,2014-2017,MF
467,Jake Beesley,71df6e0e,2014-2020,FW
468,William Beesley,1cb98e01,2017-2018,DF
469,Alfie Beestin,a02effcc,2016-2020,FW
470,Mark Beevers,30bea884,2006-2020,DF
471,Darren Behcet,59d29c86,2019-2020,GK
472,Cameron Belford,25e47120,2006-2018,GK
473,Tyrell Belford,285cc779,2013-2017,GK
474,Amari'i Bell,399e9474,2013-2020,DF
475,Fergus Bell,04130013,2014-2016,MF
476,George Bell,56411aee,2016-2017,MF
477,Lee Bell,e9acd900,2002-2015,DF
478,Nyal Bell,2cbbd5ad,2014-2020,FW
479,Liam Bellamy,86ad08b0,2014-2019,MF
480,Jude Bellingham,57d88cf9,2019-2020,MF
481,Sam Bellis,598f0ae7,2019-2020,MF
482,James Belshaw,bfca678d,2018-2020,GK
483,Lewis Bemrose,21722efc,2015-2016,MF
484,Luke Benbow,335dc64a,2016-2017,FW
485,Joe Benjamin,1e768a13,2008-2010,FW
486,Andre Bennett,681f1dee,2014-2015,DF
487,Dale Bennett,473fb36c,2008-2020,DF
488,Daniel Bennett,d464c071,2019-2020,FW
489,Elliott Bennett,02c9ea40,2007-2020,DF
